Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,regular customer,Previously Canceled reservations,Previously Not Canceled reservations,average price,special requests,booking status,reservation_year,reservation_month,average_price_zscore
INN19331,2,0,1,1,Meal Plan 1,0,Room_Type 6,5.0,Corporate,0,0,0,90.0,0,Not_Canceled,2017,10,-0.38298275093881007
INN19332,1,0,0,2,Meal Plan 1,0,Room_Type 1,103.0,Offline,0,0,0,115.0,0,Canceled,2018,4,0.3296572995238608
INN19333,2,0,0,3,Meal Plan 1,0,Room_Type 1,12.0,Corporate,0,0,0,65.0,0,Not_Canceled,2017,8,-1.095622801401481
INN19334,2,0,0,2,Meal Plan 1,0,Room_Type 4,28.0,Online,0,0,0,149.4,1,Canceled,2018,8,1.310250008960496
INN19335,2,1,0,2,Not Selected,0,Room_Type 1,0.0,Online,0,0,0,81.0,2,Not_Canceled,2017,8,-0.6395331691053716
INN19336,2,0,0,2,Not Selected,0,Room_Type 1,11.0,Online,0,0,0,115.0,0,Not_Canceled,2018,4,0.3296572995238608
INN19337,2,0,0,3,Meal Plan 1,0,Room_Type 1,213.0,Offline,0,0,0,130.0,0,Canceled,2018,6,0.7572413298014633
INN19338,1,0,1,4,Meal Plan 1,0,Room_Type 1,150.0,Offline,0,0,0,80.0,0,Not_Canceled,2018,1,-0.6680387711238784
INN19339,1,0,0,1,Meal Plan 1,0,Room_Type 1,0.0,Offline,0,0,0,45.0,0,Not_Canceled,2018,1,-1.6657348417716176
INN19340,1,0,0,1,Meal Plan 1,0,Room_Type 4,9.0,Online,0,0,0,114.0,1,Not_Canceled,2018,12,0.301151697505354
INN19341,2,0,0,2,Meal Plan 2,0,Room_Type 1,74.0,Offline,0,0,0,101.5,0,Not_Canceled,2017,9,-0.05516832772598145
INN19342,2,0,1,1,Meal Plan 1,0,Room_Type 1,180.0,Offline,0,0,0,100.0,1,Not_Canceled,2018,5,-0.0979267307537417
INN19343,2,0,2,4,Meal Plan 1,0,Room_Type 4,22.0,Online,0,0,0,159.0,2,Not_Canceled,2018,9,1.5839037883381615
INN19344,1,0,1,1,Meal Plan 1,0,Room_Type 1,89.0,Online,0,0,0,96.0,2,Not_Canceled,2018,12,-0.21194913882776906
INN19345,2,0,1,4,Meal Plan 1,0,Room_Type 1,51.0,Offline,0,0,0,67.5,0,Not_Canceled,2017,7,-1.0243587963552139
INN19346,2,0,0,2,Meal Plan 1,0,Room_Type 1,79.0,Offline,0,0,0,75.0,0,Not_Canceled,2017,11,-0.8105667812164126
INN19347,1,0,1,5,Meal Plan 1,0,Room_Type 1,5.857933154483459,Offline,0,0,0,80.0,0,Canceled,2018,10,-0.6680387711238784
INN19348,2,0,0,3,Meal Plan 1,0,Room_Type 1,213.0,Offline,0,0,0,130.0,0,Canceled,2018,6,0.7572413298014633
INN19349,2,1,0,4,Meal Plan 1,1,Room_Type 1,37.0,Online,0,0,0,135.0,2,Not_Canceled,2018,8,0.8997693398939975
INN19350,3,0,0,4,Meal Plan 1,0,Room_Type 1,155.0,Online,0,0,0,115.68,1,Canceled,2018,8,0.3490411088964457
INN19351,3,0,0,4,Not Selected,0,Room_Type 1,92.0,Online,0,0,0,78.54,1,Not_Canceled,2018,3,-0.7096569500708982
INN19352,2,0,2,2,Meal Plan 1,0,Room_Type 2,88.0,Online,0,0,0,112.01,1,Not_Canceled,2018,5,0.24442554948852555
INN19353,1,0,0,2,Meal Plan 1,0,Room_Type 4,123.0,Online,0,0,0,126.3,1,Not_Canceled,2018,5,0.651770602332988
INN19354,2,0,0,1,Meal Plan 2,0,Room_Type 1,72.0,Offline,0,0,0,108.0,0,Not_Canceled,2017,9,0.13011808539431297
INN19355,2,0,0,3,Meal Plan 1,0,Room_Type 1,1.0,Online,0,0,0,111.65,1,Not_Canceled,2017,9,0.23416353276186308
INN19356,2,0,2,2,Not Selected,0,Room_Type 1,24.0,Online,0,0,0,119.0,1,Canceled,2018,9,0.44367970759788816
INN19357,3,1,2,2,Meal Plan 1,0,Room_Type 5,70.0,Offline,0,0,0,173.350001,0,Not_Canceled,2018,4,1.9929592058093364
INN19358,2,0,1,2,Meal Plan 1,0,Room_Type 1,280.0,Offline,0,0,0,110.0,0,Canceled,2018,9,0.18712928943132665
INN19359,2,0,2,0,Meal Plan 1,0,Room_Type 1,119.0,Online,0,0,0,96.3,1,Not_Canceled,2018,6,-0.20339745822221708
INN19360,2,0,2,3,Meal Plan 1,0,Room_Type 1,190.0,Offline,0,0,0,59.16,0,Not_Canceled,2018,12,-1.262095517189561
INN19361,2,0,0,1,Meal Plan 1,0,Room_Type 1,146.0,Online,0,0,0,114.3,1,Not_Canceled,2018,8,0.309703378110906
INN19362,3,0,1,1,Meal Plan 1,0,Room_Type 1,171.0,Online,0,0,0,137.7,0,Canceled,2018,8,0.9767344653439657
INN19363,2,0,0,5,Meal Plan 1,0,Room_Type 1,129.0,Offline,0,0,0,47.2,0,Not_Canceled,2017,12,-1.6030225173309025
INN19364,2,1,0,2,Meal Plan 1,0,Room_Type 1,84.0,Online,0,0,0,121.5,2,Not_Canceled,2018,7,0.5149437126441553
INN19365,2,0,1,0,Not Selected,0,Room_Type 1,5.0,Online,0,0,0,75.0,1,Not_Canceled,2017,12,-0.8105667812164126
INN19366,2,0,0,1,Meal Plan 1,0,Room_Type 1,113.0,Online,0,0,0,76.5,2,Canceled,2017,8,-0.7678083781886523
INN19367,2,0,0,3,Meal Plan 1,0,Room_Type 1,37.0,Offline,0,0,0,105.0,0,Not_Canceled,2018,10,0.044601279338792474
INN19368,2,0,0,3,Meal Plan 1,0,Room_Type 1,213.0,Offline,0,0,0,130.0,0,Canceled,2018,6,0.7572413298014633
INN19369,2,1,0,1,Meal Plan 1,0,Room_Type 1,0.0,Online,0,0,0,159.0,2,Not_Canceled,2018,6,1.5839037883381615
INN19370,2,1,0,3,Meal Plan 1,0,Room_Type 1,123.0,Online,0,0,0,139.5,2,Canceled,2018,8,1.0280445489772783
INN19371,2,0,2,1,Meal Plan 1,0,Room_Type 4,102.0,Offline,0,0,0,48.67,2,Not_Canceled,2018,1,-1.5611192823636975
INN19372,3,0,2,2,Meal Plan 1,0,Room_Type 4,160.0,Online,0,0,0,141.18,1,Canceled,2018,7,1.07593396036837
INN19373,1,0,0,4,Meal Plan 1,0,Room_Type 1,34.0,Online,0,0,0,104.4,1,Not_Canceled,2018,8,0.027497918127688533
INN19374,2,0,0,1,Meal Plan 1,0,Room_Type 2,130.0,Online,0,0,0,61.25,0,Canceled,2018,2,-1.2025188089708816
INN19375,2,0,0,2,Meal Plan 1,0,Room_Type 4,17.0,Online,0,0,0,130.0,2,Not_Canceled,2018,11,0.7572413298014633
INN19376,2,0,0,2,Meal Plan 2,0,Room_Type 1,5.934894195619588,Offline,0,0,0,115.0,1,Canceled,2018,10,0.3296572995238608
INN19377,2,0,1,0,Meal Plan 1,0,Room_Type 1,10.0,Online,0,0,0,100.0,0,Canceled,2018,6,-0.0979267307537417
INN19378,2,0,1,0,Meal Plan 1,0,Room_Type 1,286.0,Offline,0,0,0,90.0,0,Canceled,2018,10,-0.38298275093881007
INN19379,2,0,1,0,Not Selected,0,Room_Type 1,0.0,Online,0,0,0,99.0,0,Not_Canceled,2018,5,-0.12643233277224855
INN19380,1,0,0,1,Meal Plan 1,0,Room_Type 1,2.0,Corporate,0,0,0,66.0,0,Not_Canceled,2018,1,-1.067117199382974
INN19381,1,0,1,2,Meal Plan 1,0,Room_Type 1,219.0,Offline,0,0,0,76.67,0,Not_Canceled,2017,9,-0.7629624258455061
INN19382,2,0,1,2,Meal Plan 1,0,Room_Type 4,32.0,Online,0,0,0,131.4,0,Canceled,2018,4,0.7971491726273731
INN19383,2,0,1,2,Meal Plan 2,1,Room_Type 1,5.0,Online,0,0,0,200.33,2,Not_Canceled,2018,10,2.7620403197630496
INN19384,2,0,0,2,Meal Plan 1,0,Room_Type 1,245.0,Offline,0,0,0,75.0,0,Canceled,2018,6,-0.8105667812164126
INN19385,2,0,0,3,Meal Plan 1,0,Room_Type 1,71.0,Offline,0,0,0,72.25,1,Not_Canceled,2018,8,-0.8889571867673064
INN19386,1,0,2,0,Meal Plan 1,0,Room_Type 1,80.0,Online,0,0,0,81.9,0,Canceled,2018,4,-0.6138781272887153
INN19387,2,0,0,1,Meal Plan 1,0,Room_Type 1,88.0,Online,0,0,0,126.9,1,Not_Canceled,2018,4,0.6688739635440923
INN19388,2,0,0,1,Not Selected,0,Room_Type 4,0.0,Online,0,0,0,115.0,2,Not_Canceled,2017,9,0.3296572995238608
INN19389,2,0,0,4,Meal Plan 1,0,Room_Type 1,92.0,Offline,0,0,0,70.0,0,Not_Canceled,2017,10,-0.9530947913089468
INN19390,2,0,0,2,Not Selected,0,Room_Type 1,96.0,Online,0,0,0,79.2,3,Not_Canceled,2018,11,-0.6908432527386837
INN19391,2,0,1,0,Meal Plan 1,0,Room_Type 1,13.0,Offline,0,0,0,85.0,1,Not_Canceled,2018,3,-0.5255107610313442
INN19392,2,0,2,1,Meal Plan 2,0,Room_Type 1,138.0,Offline,0,0,0,94.5,0,Canceled,2017,8,-0.2547075418555293
INN19393,2,0,1,2,Meal Plan 1,0,Room_Type 4,21.0,Online,0,0,0,109.23,1,Not_Canceled,2018,6,0.1651799758770765
INN19394,2,0,1,3,Meal Plan 1,0,Room_Type 1,47.0,Online,0,0,0,88.52,1,Not_Canceled,2018,4,-0.4251710419262003
INN19395,1,0,1,1,Meal Plan 1,0,Room_Type 1,8.0,Online,0,0,0,103.0,1,Not_Canceled,2018,11,-0.012409924698221199
INN19396,2,0,0,1,Not Selected,0,Room_Type 1,1.0,Online,0,0,0,89.0,0,Not_Canceled,2018,3,-0.4114883529573169
INN19397,2,0,2,1,Meal Plan 1,0,Room_Type 1,221.0,Offline,0,0,0,65.0,0,Not_Canceled,2017,10,-1.095622801401481
INN19398,2,0,3,5,Not Selected,0,Room_Type 1,248.0,Online,0,0,0,80.75,0,Canceled,2018,10,-0.6466595696099983
INN19399,1,0,2,3,Meal Plan 1,0,Room_Type 1,75.0,Online,0,0,0,84.96,2,Not_Canceled,2018,10,-0.5266509851120846
INN19400,2,0,1,3,Not Selected,0,Room_Type 1,63.0,Online,0,0,0,63.75,1,Not_Canceled,2018,3,-1.1312548039246144
INN19401,2,0,0,2,Not Selected,0,Room_Type 1,65.0,Online,0,0,0,94.5,0,Canceled,2018,3,-0.2547075418555293
INN19402,2,0,1,3,Meal Plan 1,0,Room_Type 4,77.0,Offline,0,0,0,99.96,0,Not_Canceled,2018,10,-0.09906695483448216
INN19403,2,1,0,2,Meal Plan 1,0,Room_Type 1,3.0,Online,0,0,0,111.0,2,Not_Canceled,2018,2,0.21563489144983347
INN19404,2,0,0,3,Meal Plan 1,0,Room_Type 1,19.0,Offline,1,1,0,90.0,0,Not_Canceled,2017,10,-0.38298275093881007
INN19405,2,0,0,1,Meal Plan 1,0,Room_Type 1,80.0,Online,0,0,0,96.3,1,Not_Canceled,2018,6,-0.20339745822221708
INN19406,2,0,2,5,Meal Plan 1,0,Room_Type 4,189.0,Online,0,0,0,109.77,2,Canceled,2018,8,0.18057300096706996
INN19407,1,0,0,2,Meal Plan 1,0,Room_Type 1,192.0,Offline,0,0,0,95.0,0,Not_Canceled,2018,6,-0.24045474084627588
INN19408,2,0,1,1,Meal Plan 1,0,Room_Type 1,61.0,Online,0,0,0,105.3,0,Canceled,2018,7,0.05315295994434444
INN19409,2,0,0,1,Meal Plan 1,0,Room_Type 1,11.0,Online,0,0,0,130.0,1,Canceled,2018,11,0.7572413298014633
INN19410,2,0,1,0,Meal Plan 1,0,Room_Type 5,151.0,Offline,0,0,0,200.000001,0,Canceled,2018,6,2.7526334996025437
INN19411,2,0,0,2,Meal Plan 1,0,Room_Type 4,7.0,Online,0,0,0,125.8,0,Not_Canceled,2018,12,0.6375178013237346
INN19412,1,0,0,3,Meal Plan 1,0,Room_Type 1,19.0,Offline,1,1,0,80.0,0,Not_Canceled,2017,10,-0.6680387711238784
INN19413,2,1,2,2,Meal Plan 1,0,Room_Type 1,84.0,Online,0,0,0,134.1,0,Canceled,2018,8,0.8741142980773412
INN19414,2,0,0,2,Meal Plan 1,0,Room_Type 1,19.0,Corporate,0,0,0,100.0,0,Not_Canceled,2018,6,-0.0979267307537417
INN19415,2,0,0,1,Meal Plan 1,0,Room_Type 4,69.0,Online,0,0,0,149.4,0,Canceled,2018,9,1.310250008960496
INN19416,2,0,0,3,Meal Plan 2,0,Room_Type 1,88.0,Offline,0,0,0,117.0,1,Not_Canceled,2018,5,0.3866685035608745
INN19417,2,0,1,0,Meal Plan 1,0,Room_Type 1,12.0,Offline,0,0,0,85.0,0,Canceled,2018,7,-0.5255107610313442
INN19418,2,0,0,3,Meal Plan 1,0,Room_Type 1,24.0,Online,0,0,0,96.0,0,Canceled,2018,2,-0.21194913882776906
INN19419,1,0,0,2,Meal Plan 2,0,Room_Type 1,74.0,Offline,0,0,0,80.0,0,Not_Canceled,2017,9,-0.6680387711238784
INN19420,2,0,2,1,Not Selected,0,Room_Type 1,11.0,Online,0,0,0,81.0,1,Not_Canceled,2018,2,-0.6395331691053716
INN19421,1,0,0,1,Meal Plan 1,0,Room_Type 1,4.0,Online,0,0,0,137.0,1,Not_Canceled,2018,5,0.9567805439310112
INN19422,1,0,0,2,Meal Plan 1,0,Room_Type 1,188.0,Offline,0,0,0,130.0,0,Canceled,2018,6,0.7572413298014633
INN19423,3,0,4,6,Meal Plan 1,0,Room_Type 4,119.0,Online,0,0,0,155.7,0,Canceled,2018,8,1.4898353016770887
INN19424,2,0,1,4,Not Selected,0,Room_Type 1,117.0,Online,0,0,0,82.45,0,Canceled,2018,4,-0.5982000461785366
INN19425,2,0,0,1,Meal Plan 1,0,Room_Type 1,105.0,Offline,0,0,0,75.0,0,Canceled,2018,4,-0.8105667812164126
INN19426,1,0,3,6,Meal Plan 1,0,Room_Type 1,2.0,Corporate,0,0,0,91.67,0,Not_Canceled,2017,12,-0.3353783955679036
INN19427,2,0,2,3,Meal Plan 1,0,Room_Type 1,35.0,Online,0,0,0,83.9,1,Not_Canceled,2018,3,-0.5568669232517016
INN19428,2,0,1,2,Meal Plan 1,0,Room_Type 1,84.0,Online,0,0,0,89.25,2,Not_Canceled,2017,10,-0.4043619524526902
INN19429,1,0,0,2,Meal Plan 1,0,Room_Type 4,8.0,Online,0,0,0,108.57,1,Canceled,2018,5,0.14636627854486167
INN19430,2,1,4,8,Meal Plan 1,0,Room_Type 1,171.0,Online,0,0,0,110.5,2,Canceled,2018,7,0.20138209044058006
INN19431,2,0,0,3,Meal Plan 1,0,Room_Type 1,37.0,Offline,0,0,0,105.0,0,Not_Canceled,2018,10,0.044601279338792474
INN19432,2,0,1,5,Meal Plan 1,0,Room_Type 4,129.0,Online,0,0,0,132.3,0,Canceled,2018,10,0.8228042144440294
INN19433,1,0,0,3,Meal Plan 1,0,Room_Type 1,8.0,Offline,0,0,0,56.0,0,Not_Canceled,2018,3,-1.3521732195680425
INN19434,1,0,0,2,Meal Plan 2,0,Room_Type 1,5.934894195619588,Offline,0,0,0,90.0,0,Canceled,2018,10,-0.38298275093881007
INN19435,2,0,0,1,Not Selected,0,Room_Type 2,49.0,Online,0,0,0,69.52,1,Not_Canceled,2017,12,-0.9667774802778302
INN19436,2,2,0,1,Not Selected,0,Room_Type 6,10.0,Online,0,0,0,153.0,1,Not_Canceled,2017,8,1.4128701762271205
INN19437,1,0,2,4,Meal Plan 1,0,Room_Type 1,69.0,Offline,0,0,0,120.0,0,Canceled,2018,6,0.472185309616395
INN19438,2,2,0,3,Meal Plan 1,0,Room_Type 6,67.0,Online,0,0,0,185.1,0,Canceled,2018,4,2.32790000102119
INN19439,2,0,2,2,Meal Plan 1,0,Room_Type 1,23.0,Online,0,0,0,136.0,0,Canceled,2018,3,0.9282749419125044
INN19440,2,0,0,1,Meal Plan 1,0,Room_Type 4,0.0,Online,0,0,0,195.0,0,Not_Canceled,2018,8,2.6101054610044074
INN19441,2,0,0,3,Meal Plan 1,0,Room_Type 1,78.0,Offline,0,0,0,80.75,0,Not_Canceled,2018,10,-0.6466595696099983
INN19442,3,0,0,3,Meal Plan 1,0,Room_Type 4,5.0,Online,0,0,0,187.0,1,Canceled,2018,7,2.382060644856353
INN19443,2,2,0,1,Meal Plan 1,0,Room_Type 6,0.0,Online,0,0,0,156.0,0,Not_Canceled,2017,8,1.498386982282641
INN19444,2,0,1,1,Meal Plan 1,0,Room_Type 1,144.0,Online,0,0,0,81.08,1,Not_Canceled,2018,7,-0.6372527209438911
INN19445,2,0,0,2,Not Selected,0,Room_Type 1,52.0,Online,0,0,0,125.1,1,Not_Canceled,2018,9,0.6175638799107797
INN19446,2,0,0,3,Meal Plan 1,0,Room_Type 1,13.0,Online,0,0,0,90.0,2,Not_Canceled,2017,8,-0.38298275093881007
INN19447,2,0,1,5,Meal Plan 1,0,Room_Type 4,35.0,Online,0,0,0,128.4,0,Canceled,2018,6,0.7116323665718526
INN19448,3,0,0,3,Meal Plan 1,0,Room_Type 1,133.0,Online,0,0,0,137.7,2,Not_Canceled,2018,7,0.9767344653439657
INN19449,2,0,0,1,Not Selected,0,Room_Type 1,7.0,Online,0,0,0,114.0,1,Not_Canceled,2017,10,0.301151697505354
INN19450,2,1,0,1,Meal Plan 1,0,Room_Type 4,3.0,Offline,0,0,0,77.6,0,Not_Canceled,2017,11,-0.736452215968295
INN19451,2,0,4,6,Meal Plan 1,0,Room_Type 4,93.0,Online,0,0,0,129.51,0,Canceled,2018,10,0.7432735848123947
INN19452,2,0,0,3,Meal Plan 2,0,Room_Type 1,34.0,Offline,0,0,0,224.67000099999998,0,Canceled,2017,9,3.455866701399107
INN19453,2,0,2,5,Meal Plan 1,0,Room_Type 4,195.0,Online,0,0,0,112.2,2,Canceled,2018,8,0.24984161387204176
INN19454,2,0,0,1,Not Selected,0,Room_Type 1,103.0,Online,0,0,0,116.1,0,Canceled,2018,6,0.36101346174421817
INN19455,2,0,2,1,Meal Plan 1,0,Room_Type 4,73.0,Offline,0,0,0,60.0,0,Not_Canceled,2017,12,-1.2381508114940152
INN19456,2,0,0,2,Meal Plan 1,0,Room_Type 1,29.0,Online,0,0,0,152.0,2,Not_Canceled,2018,10,1.3843645742086137
INN19457,1,0,0,2,Not Selected,0,Room_Type 1,6.0,Online,0,0,0,87.78,0,Canceled,2018,7,-0.4462651874198952
INN19458,3,0,1,2,Meal Plan 1,0,Room_Type 4,97.0,Online,0,0,0,150.3,2,Not_Canceled,2018,8,1.3359050507771524
INN19459,2,0,2,2,Meal Plan 1,0,Room_Type 1,33.0,Online,0,0,0,90.52,1,Not_Canceled,2018,10,-0.3681598378891866
INN19460,2,0,2,3,Meal Plan 1,0,Room_Type 1,268.0,Offline,0,0,0,80.75,0,Not_Canceled,2018,10,-0.6466595696099983
INN19461,1,0,0,2,Meal Plan 1,0,Room_Type 1,0.0,Online,0,0,0,101.7,1,Not_Canceled,2018,6,-0.04946720732228
INN19462,2,0,1,2,Not Selected,0,Room_Type 1,4.0,Online,0,0,0,140.0,1,Not_Canceled,2018,10,1.0422973499865318
INN19463,2,0,2,2,Meal Plan 1,0,Room_Type 1,179.0,Online,0,0,0,113.4,0,Canceled,2018,9,0.28404833629425
INN19464,2,0,0,5,Meal Plan 1,0,Room_Type 4,29.0,Offline,0,0,0,78.6,1,Not_Canceled,2017,10,-0.7079466139497882
INN19465,1,0,0,1,Meal Plan 1,0,Room_Type 1,0.0,Complementary,0,0,0,0.0,1,Not_Canceled,2018,2,-2.948486932604425
INN19466,2,0,2,1,Meal Plan 1,0,Room_Type 1,30.0,Online,0,0,0,117.0,2,Not_Canceled,2018,9,0.3866685035608745
INN19467,2,0,0,2,Not Selected,0,Room_Type 1,93.0,Online,0,0,0,103.5,0,Canceled,2018,6,0.0018428763110322193
INN19468,1,0,2,2,Meal Plan 1,0,Room_Type 4,3.0,Aviation,0,0,0,110.0,0,Not_Canceled,2018,9,0.18712928943132665
INN19469,3,0,0,4,Meal Plan 1,0,Room_Type 4,72.0,Online,0,0,0,119.0,2,Not_Canceled,2018,12,0.44367970759788816
INN19470,1,0,0,1,Meal Plan 1,0,Room_Type 1,84.0,Corporate,0,0,0,65.0,0,Not_Canceled,2018,9,-1.095622801401481
INN19471,2,1,0,1,Meal Plan 1,0,Room_Type 6,1.0,Online,0,0,0,173.0,0,Not_Canceled,2018,2,1.9829822165972573
INN19472,2,0,1,5,Meal Plan 1,0,Room_Type 1,41.0,Offline,0,0,0,70.0,0,Not_Canceled,2018,12,-0.9530947913089468
INN19473,1,0,0,1,Meal Plan 1,0,Room_Type 1,8.0,Online,0,0,0,95.0,1,Not_Canceled,2018,4,-0.24045474084627588
INN19474,2,0,1,3,Not Selected,0,Room_Type 1,65.0,Online,0,0,0,76.93,0,Canceled,2018,3,-0.7555509693206942
INN19475,2,0,1,3,Meal Plan 1,0,Room_Type 1,127.0,Offline,0,0,0,90.0,0,Not_Canceled,2018,4,-0.38298275093881007
INN19476,2,0,2,3,Not Selected,0,Room_Type 1,49.0,Offline,0,0,0,72.25,2,Not_Canceled,2018,6,-0.8889571867673064
INN19477,2,0,1,2,Meal Plan 1,0,Room_Type 1,273.0,Online,0,0,0,76.46,1,Not_Canceled,2018,10,-0.7689486022693928
INN19478,2,0,0,2,Meal Plan 2,0,Room_Type 1,74.0,Offline,0,0,0,101.5,0,Not_Canceled,2017,9,-0.05516832772598145
INN19479,2,0,0,1,Meal Plan 1,0,Room_Type 1,25.0,Offline,0,0,0,65.0,1,Not_Canceled,2018,12,-1.095622801401481
INN19480,1,0,0,3,Meal Plan 1,0,Room_Type 1,29.0,Offline,0,0,0,67.5,1,Not_Canceled,2018,11,-1.0243587963552139
INN19481,2,0,1,3,Meal Plan 1,0,Room_Type 1,86.0,Online,0,0,0,76.5,0,Canceled,2017,7,-0.7678083781886523
INN19482,1,0,1,2,Meal Plan 1,0,Room_Type 1,28.0,Offline,0,0,0,77.0,0,Not_Canceled,2017,10,-0.7535555771793989
INN19483,1,0,2,0,Not Selected,0,Room_Type 1,4.0,Online,0,0,0,113.0,1,Not_Canceled,2018,6,0.27264609548684715
INN19484,1,0,2,1,Meal Plan 1,0,Room_Type 1,131.0,Online,0,0,0,81.3,0,Not_Canceled,2018,4,-0.6309814884998196
INN19485,2,0,0,3,Meal Plan 1,0,Room_Type 1,5.720311776607412,Offline,0,0,0,89.0,0,Canceled,2018,11,-0.4114883529573169
INN19486,2,0,1,0,Not Selected,0,Room_Type 1,21.0,Online,0,0,0,88.0,1,Canceled,2018,11,-0.4399939549758237
INN19487,3,0,0,2,Meal Plan 1,0,Room_Type 4,87.0,Online,0,0,0,126.0,2,Not_Canceled,2018,12,0.643218921727436
INN19488,2,1,1,2,Meal Plan 1,0,Room_Type 1,11.0,Online,0,0,0,129.75,1,Not_Canceled,2018,7,0.7501149292968367
INN19489,2,0,1,2,Meal Plan 1,0,Room_Type 1,76.0,Online,0,0,0,98.25,2,Not_Canceled,2017,10,-0.14781153428612867
INN19490,2,0,0,1,Meal Plan 1,0,Room_Type 1,0.0,Online,0,0,0,79.0,0,Not_Canceled,2018,2,-0.6965443731423853
INN19491,2,0,1,4,Not Selected,0,Room_Type 1,87.0,Online,0,0,0,103.5,1,Not_Canceled,2018,7,0.0018428763110322193
INN19492,2,0,0,3,Meal Plan 1,0,Room_Type 4,141.0,Online,0,0,0,109.8,1,Canceled,2018,6,0.1814281690276252
INN19493,1,0,0,1,Meal Plan 1,0,Room_Type 4,14.0,Online,0,0,0,184.0,2,Not_Canceled,2018,9,2.2965438388008326
INN19494,2,0,0,2,Meal Plan 2,0,Room_Type 1,14.0,Offline,0,0,0,82.0,0,Not_Canceled,2017,9,-0.6110275670868648
INN19495,2,0,2,1,Meal Plan 1,0,Room_Type 1,9.0,Offline,0,0,0,85.0,1,Not_Canceled,2018,10,-0.5255107610313442
INN19496,2,0,0,4,Meal Plan 2,0,Room_Type 1,5.780743515792329,Offline,0,0,0,112.0,1,Canceled,2018,5,0.24414049346834032
INN19497,2,0,0,1,Meal Plan 1,0,Room_Type 1,56.0,Offline,0,0,0,120.0,0,Not_Canceled,2018,6,0.472185309616395
INN19498,2,0,0,2,Meal Plan 1,0,Room_Type 1,245.0,Offline,0,0,0,75.0,0,Canceled,2018,6,-0.8105667812164126
INN19499,2,0,1,2,Meal Plan 1,0,Room_Type 1,4.0,Online,0,0,0,93.17,1,Not_Canceled,2018,4,-0.2926199925401433
INN19500,2,0,0,1,Meal Plan 1,0,Room_Type 6,51.0,Online,0,0,0,146.92,1,Not_Canceled,2018,10,1.2395561159545987
INN19501,2,1,0,4,Not Selected,0,Room_Type 1,113.0,Online,0,0,0,68.3,1,Not_Canceled,2018,3,-1.0015543147404085
INN19502,2,0,0,2,Meal Plan 1,0,Room_Type 1,5.0,Online,0,0,0,190.0,2,Not_Canceled,2018,10,2.4675774509118735
INN19503,2,2,2,5,Meal Plan 1,0,Room_Type 6,36.0,Online,0,0,0,177.77,1,Not_Canceled,2018,9,2.1189539382255353
INN19504,3,0,1,4,Meal Plan 1,0,Room_Type 4,71.0,Offline,0,0,0,115.6,0,Canceled,2018,6,0.34676066073496475
INN19505,2,0,1,3,Meal Plan 1,0,Room_Type 1,5.673323267171493,Online,0,0,0,73.95,0,Canceled,2018,12,-0.8404976633358446
INN19506,2,0,2,1,Meal Plan 1,0,Room_Type 1,87.0,Online,0,0,0,117.9,1,Canceled,2018,8,0.4123235453775308
INN19507,2,0,1,4,Meal Plan 1,0,Room_Type 7,190.0,Offline,0,0,0,110.0,0,Canceled,2018,6,0.18712928943132665
INN19508,3,0,1,4,Meal Plan 1,0,Room_Type 4,112.0,Online,0,0,0,146.7,1,Not_Canceled,2018,8,1.2332848835105272
INN19509,2,0,2,1,Meal Plan 2,0,Room_Type 1,131.0,Offline,0,0,0,94.5,0,Canceled,2017,8,-0.2547075418555293
INN19510,2,1,0,3,Meal Plan 1,0,Room_Type 1,172.0,Online,0,0,0,108.9,0,Canceled,2018,10,0.15577312721096928
INN19511,2,0,0,4,Meal Plan 1,0,Room_Type 1,43.0,Offline,0,0,0,85.5,0,Not_Canceled,2018,8,-0.5112579600220908
INN19512,2,0,1,3,Meal Plan 1,0,Room_Type 4,69.0,Online,0,0,0,110.08,1,Not_Canceled,2018,4,0.18940973759280716
INN19513,2,0,7,17,Meal Plan 1,0,Room_Type 1,188.0,Online,0,0,0,90.95,1,Canceled,2018,7,-0.3559024290212285
INN19514,2,0,2,2,Meal Plan 1,0,Room_Type 1,56.0,Offline,0,0,0,185.000001,0,Not_Canceled,2017,9,2.325049469324941
INN19515,3,0,0,1,Meal Plan 1,0,Room_Type 1,15.0,Offline,0,0,0,81.0,1,Not_Canceled,2018,12,-0.6395331691053716
INN19516,2,0,0,4,Meal Plan 1,0,Room_Type 1,99.0,Online,0,0,0,73.95,0,Canceled,2018,3,-0.8404976633358446
INN19517,1,0,0,3,Meal Plan 2,0,Room_Type 1,2.0,Offline,0,0,0,91.0,0,Not_Canceled,2017,10,-0.35447714892030324
INN19518,2,0,0,3,Not Selected,0,Room_Type 1,208.0,Online,0,0,0,85.5,0,Canceled,2018,8,-0.5112579600220908
INN19519,1,0,2,5,Meal Plan 1,0,Room_Type 1,7.0,Online,0,0,0,73.9,0,Not_Canceled,2018,1,-0.84192294343677
INN19520,2,0,2,3,Meal Plan 1,0,Room_Type 4,147.0,Online,0,0,0,143.1,2,Not_Canceled,2018,9,1.1306647162439027
INN19521,2,0,1,2,Meal Plan 1,1,Room_Type 2,145.0,Online,0,0,0,115.32,0,Not_Canceled,2018,8,0.3387790921697828
